timestamp,Weather_Temperature_Celsius,Relative_Humidity,Global_Horizontal_Radiation,Diffuse_Horizontal_Radiation,Active_Power
2018-01-07 17:00:00,37.053333282471,13.62,144.7174987793,33.76,123.91464996338
2018-01-08 07:00:00,25.986667633057,41.38,81.213073730469,71.04,37.219158172607
2018-01-08 08:00:00,30.376667022705,32.86,368.97079467773,74.54,242.73863220215
2018-01-08 09:00:00,33.513332366943,26.31,603.82824707031,78.24,447.30966186523
2018-01-08 10:00:00,34.586666107178,22.04,809.04498291016,82.22,548.61413574219
2018-01-08 11:00:00,35.986667633057,18.97,970.84442138672,64.79,518.76489257812
2018-01-08 12:00:00,36.970001220703,16.84,1065.4096679688,156.58,516.69122314453
2018-01-08 13:00:00,38.076667785645,15.62,1094.3771972656,180.78,526.74499511719
2018-01-08 14:00:00,38.606666564941,14.96,1121.2293701172,152.8,582.72644042969
2018-01-08 15:00:00,40.389999389648,14.69,1027.1856689453,99.52,629.48638916016
2018-01-08 16:00:00,40.623332977295,14.87,850.630859375,85.22,591.73852539062
2018-01-08 17:00:00,40.426666259766,15.45,604.28192138672,46.12,438.51480102539
2018-01-09 07:00:00,26.833332061768,28.75,78.612747192383,147.8,38.774833679199
2018-01-09 08:00:00,28.563333511353,23.21,202.46475219727,132.37,153.28025817871
2018-01-09 09:00:00,31.473333358765,20.92,597.97375488281,126.54,449.64962768555
2018-01-09 10:00:00,33.00666809082,19.37,801.58746337891,126.78,499.13861083984
2018-01-09 11:00:00,34.830001831055,17.85,963.50347900391,75.42,499.16812133789
2018-01-09 12:00:00,36.090000152588,16.53,1059.2995605469,181.4,503.53582763672
2018-01-09 13:00:00,37.599998474121,15.73,1087.4938964844,170.97,558.19079589844
2018-01-09 14:00:00,38.616664886475,15.4,1076.4279785156,288.42,590.49432373047
2018-01-09 15:00:00,39.060001373291,15.69,610.85693359375,181.39,334.89059448242
2018-01-09 16:00:00,38.606666564941,17.2,232.3624420166,34.65,183.99647521973
2018-01-09 17:00:00,37.416667938232,19.57,25.315782546997,37.45,19.334104537964
2018-01-10 07:00:00,22.299999237061,23.81,45.742900848389,205.09,34.553718566895
2018-01-10 08:00:00,23.369998931885,20.75,138.79234313965,375.25,129.10198974609
2018-01-10 09:00:00,24.733333587646,18.26,470.40356445312,402.42,416.82272338867
2018-01-10 10:00:00,27.10000038147,16.15,625.54528808594,434.09,456.8776550293
2018-01-10 11:00:00,30.316667556763,14.64,1214.6110839844,444.6,310.84051513672
2018-01-10 12:00:00,31.866666793823,13.69,553.21228027344,360.66,436.96005249023
2018-01-10 13:00:00,32.616664886475,13.22,486.15475463867,249.64,410.41827392578
2018-01-10 14:00:00,34.196666717529,13.08,583.69689941406,241.41,435.77951049805
2018-01-10 15:00:00,34.409999847412,14.0,485.15646362305,193.21,411.56878662109
2018-01-10 16:00:00,35.066665649414,15.15,355.01098632812,140.04,322.08782958984
2018-01-10 17:00:00,34.923336029053,16.41,223.8542175293,48.14,203.83200073242
2018-01-11 07:00:00,24.760000228882,35.56,75.423698425293,330.55,64.780517578125
2018-01-11 08:00:00,28.686666488647,32.48,229.08215332031,428.32,197.66654968262
2018-01-11 09:00:00,29.650001525879,29.11,480.72030639648,257.76,373.99877929688
2018-01-11 10:00:00,32.303333282471,26.64,802.11761474609,484.61,462.83102416992
